	text	sentiment
455	Going to bed after the CAVS game  Don`t judge me LOL	0
456	 you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy	0
457	I am living in a country where the government is ALWAYS a circus show ... sad but true...	0
458	went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin	0
459	 I want chocolate!	0
460	http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?	0
461	 yep  but I`m going better now	1
462	Fun is being had.	1
463	$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one	0
464	_by_spork we shall see	0
465	_other Excellent analogy	1
466	Good morning tweeps. Busy this a.m. but not in a working way	1
467	 lmao, im only joking mate	0
468	 FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE	1
469	been busy at work, now must run before traffic is too bad.	0
470	got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.	1
471	 it was an awesome talk  find it very true that i am watching the ruby community closely	1
472	#f1 in a few hours guess who is sleepin in the living room	0
473	 hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!	1
474	http://twitpic.com/664oz - this is what happens when i have no models	0
475	I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!	1
476	i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..	0
477	Speaking,,,Speaking ...	0
478	Paid all my bills only to go out to the mailbox to find more of them	0
479	 I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy	0
480	 Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!	1
481	found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed	0
482	So many farewell parties! sad to see people leaving ..	0
483	 - Still a pity it comes with no lamb though	0
484	 I`ve got cups but you gotta come get them	0
485	TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!	1
486	 no other reason? I wonder if she loves you	1
487	 happy birthday ness!!	1
488	 Wow, I really hope it gets better. Asthma sucks	0
489	feels ..my cousin is a monkey  http://plurk.com/p/x23pa	0
490	charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow	0
491	 wasn`t the 'layers' just absolute positioned divs? Web compability killer	0
492	Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.	0
493	Loves random acts of kindness and laughter	1
494	Gha, off to work - hopefully traffic has cleared up by the time I get there!!	1
495	Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!	1
496	Going to meet the new family I`m babysitting for... Wish I was still sleeeeping	1
497	 Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...	0
498	 I can`t belive you only have one episode to go  ****	0
499	 you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.	0
500	 I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -	0
501	NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too	0
502	 wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?	1
503	Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now	1
504	 i was going tonight, but you never wrote me back with the info  im sososo sad...	0
505	 still not 100%    im sick of being sick!	0
506	_collins I`m not sure I understand how this twitter thing works...	0
507	wat a stressful week i jus hope everything falls into place 4me	0
508	with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow	0
509	Aww I got to see my 1st grade teacher`s last day before she retired	1
510	 For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.	0
511	LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art	0
512	 when will she b finished	0
513	BGT made me cry tonight	0
514	gawww, why is facebook being so slow?	0
515	 im cool  cant wait to hear these stories xoxo	1
516	Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?	0
517	Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever	1
518	I day til NYC!!!! and the journey soon begins!!! Music baby	0
519	i feel in love with pizza girl... now i eat pizza everyday	1
520	 11 30s way early! anyway nigth night  love you!	1
521	 If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you	0
522	 I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer	0
523	 Hey Esmee. How U doing?	0
524	 MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though	1
525	 nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!	0
526	today got her POP! t-shirt & lovess ittt  haha x	1
527	 EpiCentre Wheelock Place - tourists only..	0
528	Perfect night. Best month of my life so far!! You my boo, 	1
529	 yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<	1
530	 hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha	1
531	 Think you should do a tour in England, we dont got to see any aweomse people !!	0
532	'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong	0
533	Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!	0
534	Is bummed out...i don`t have even one testimonial on Flickr.	0
535	 I am sorry that you are feeling that way.	0
536	yeah so Prom Night is now the Craft (good movie)	1
537	having the flu, not the swinish-one, but the flu.	0
538	 don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw	0
539	 You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.	0
540	    I am sending healthy, healing thoughts in the mumborg`s direction.	1
541	Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night	1
542	Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog	0
543	Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup	1
544	: I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight	1
545	Good morning scary world!	0
546	is back at working auditing away, time to make the hard decisions and be happy	1
547	 - ummmm. no comment. LOL. I actually have not watched GH in about a week.	1
548	 i think u have more than enough friends now, including me lol	0
549	Zs.Nagy presents  http://www.nordugrid.org/manuals.html	0
550	_Layne  hmm.. what`s ur fav movie?? tv shows??	0
551	 <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform	1
552	 Thankfully that face only shows up for photoshoots	1
553	 Don`t worry, the bizarre will find you	1
554	 Sorry - I have failed to grasp your meaning	0
555	_Walker21 sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there	0
556	 Morning Lou, I Have some housework to do then im off to Church	0
557	Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1	1
558	 hahaha n I`m a do the same for u	0
559	I love my mom! Happy Mother`s Day, mommies	1
560	Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!	1
561	God, why can`t I be at #asylum? Really. I never get to do anything cool!	0
562	Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number	0
563	working on mothers day slideshow, cake, card, and balloons  she deserves the best!	1
564	Early bird gets the worm.  And in my case, birder gets to witness the carnage.	0
565	_eat_out	0
566	 Thanks, hope you have a good one	1
567	 - You too, thanks for completing  Calvin Appreciated	1
568	Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day	0
569	Wow, the new Google icons suck   http://bit.ly/z7JIE	0
570	 Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...	1
571	 tell his people to contact my people	0
572	 KILL IT JASMINE! Haven`t talked to you for ages.	0
573	got an awesome hair cut todayyyy  it looks so hottt haha doing homework	1
574	You`re never alone Just when you think no one cares, you realize that there` always one person you cares for you	0
575	 someone`s a sweet tooth  i was dying for somethin sweet so i`ve attacked the chock coated tiny teddies all i could find lol	1
576	my apple-mouse doesn`t work on my shiny red coffee table...	0
577	 (2) in commentary  , I was with her, was sad, very sad	0
578	Yet another good weekend with someone. Sigh. Man I like the boy..	1
579	about to head to the Strand, goodnight	1
580	 every day of my life lately.    i feel ya girl <3	0
581	 hiya! been looking for you1	1
582	 Aw, that stinks, I`m sorry.	0
583	Is trying to recover from a broken heart....yet again for the 2nd or 3rd time	0
584	 ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America	0
585	 Ha! Did she find out? The only thing Google came up with was some database acronym and 'dibbs' on the front seat aka shotgun	0
586	_witty  yes france/belgium was good  carnt belive how much traffic we hit on the way back	0
587	My comp is being slo w	0
588	 you didnt send me the text	0
589	 oh mannn i`m gonna be there tomorroww	0
590	: unfortunately not.  I have to take it to a repair shop or replace it.	0
591	 : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam	1
592	 'You guys could have fun in a cardboard box'.. I miss you already, bro.	0
593	A little twitter mention on SNL	0
594	Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby	0
595	I signed up for an account on a political website so I could post a comment but it isn`t working.	0
596	_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back	1
597	Me and mum are lost in grangemouth. Utter hilarity! Totally lost	0
598	 sorry 19/female/atl very lonely	0
599	Feeling awful, new medication is making me nauseous	0
600	 inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!	0
601	I need a bear hug  and Im going to camp today!!	0
602	 If I could, I`d send California sunshine your way.	1
603	I need a present for my mom.  Could anybody help me ?!	1
604	 I am in Weirton Julie, way up North at the tippy top! LOL we don`t think southern WV folks like us too much.	0
605	learning how to use twitter	0
606	bad mood and i dont feel good. too bad no one cares	0
607	 I love you so much.  Just got into my hiding spot, gonna go check out datalounge	1
608	 - Try this one  	0
609	  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?	0
610	I just really want to sleep butmy eyes won`t let me	0
611	 You should check yourz Rayne.	0
612	_66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.	0
613	 Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night	0
614	He will be here in less than hour	0
615	 I know, but work is so boring. I prefer the  take on life	0
616	 Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.	1
617	 ha. nothing any man does is right on mothers day except for taking kids off mum`s hands for whole day	0
618	AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s	1
619	 Our raid leader made us run drills to practice switching	0
620	 And Clang rocks, so you`re using it, right?  Anyways, according to the comments it`s in apple`s gcc too, dunno how public tho	0
621	Unlike cierra, i look like poop today. Whatevahh, lol.	0
622	Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.	1
623	The comp deleted half my apps	0
624	In Whin Park on the swings, victory is all mine right now	1
625	Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!	1
626	 because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD	1
627	Whole body is sore from moving hundreds of pieces of luggage last weekend.   Guess I should visit the gym more often	0
628	 oh you are too kind	1
629	 yeah, so quick! And I`m using the 5mm addi`s I bought on Sat and it makes it even smoother	1
630	 I don`t even look at their fabric unless I need polar fleece.   It`s worth the extra $ to go to Needle and Thread.	0
631	Pleeaaasee come out sun	0
632	  ummm...last night when I DM`d you, you said it was a 'good' question.	1
633	 man, I am really sorry	0
634	watching the jobros live chat .. not live though  haha.	0
635	wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.	0
636	NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..	0
637	 I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.	1
638	 the honesty`s to much...........  Sorry couldn`t resist;)	0
639	oh ok i always wondered how that worked. i only have the top of my ear done. i dont think i could get anything else pierced	0
640	noooooooo...another headache...hopefully not a migraine	0
641	10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;)	0
642	twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy	0
643	 i make them good girls go bad	0
644	Sites that republish my blog`s feed often end up higher than my blog on Google search results	0
645	Going to have dinner. bbs	0
646	 we can all but hope... georgia is still wide awake and has the hiccups	0
647	no phone  i knew i should`ve charged it last night. SIGH	0
648	 quite	0
649	oh yes! Level 40	1
650	my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...	0
651	 http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!	1
652	frustrated by my stupid iPhone I need a blackberry!!!!	0
653	Woo - got a fast mobile broadband connection now	0
654	 But I really want a Sporebat pet.	0
655	I`m still at the mothers day lunch at my uncles house. Having a nice time!	1
656	 Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!	1
657	 Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool	0
658	? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy	1
659	 my bad homie	0
660	  i'm awake whats for breakfast lulu **** on a shingle ha ha ha	0
661	Good morning everyone	1
662	 love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920	1
663	shake shake shake shake shake it	0
664	Raining again	0
665	good morning world	1
666	i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.	0
667	back to br	0
668	Time to put the weapons on the charger for the night.  Sleep tight	0
669	Using tiffys computer...it feels different from mine... the touch is different.	0
670	And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.	1
671	 Are they both still talking to you then?	0
672	I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around	0
673	 lol that was a great movie	1
674	will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy	0
675	I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!	0
676	 Let`s go!	0
677	feels really sick.	0
678	Hecks yeah. Jandy timsamlake is too rawesome!	1
679	**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~	0
680	 u don`t have school today????	0
681	Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio	0
682	People at work are stressing me out.	0
683	 rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((	0
684	love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!	0
685	never trust someone else`s battery operated power tools when you`re in a hurry	1
686	 Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!	1
687	is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??	1
688	 so`s the smell of cigarettes and alcohol... at least *i * like it.	1
689	All done. No more internship.	0
690	RIP to officer Edwards. May GOD continue to bless his family. What`s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.	0
691	Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.	0
692	`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!	1
693	my best friends bought something which i really want.	1
694	 It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.	1
695	On the phone to mum  http://tinyurl.com/otdn9u	0
696	 me tooo	0
697	My net died so yeah....  I`m sad now	0
698	 then am anticipating the next ten days!	0
699	i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning	0
700	 yeah, when you start reaching your early-mid-20s	0
701	getting ready to babysit	0
702	Bad migrane and need to go to dancing tonight.... Not a good combination	0
703	Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need	0
704	 i dunno if he saw it  happy birthday girl!	1
705	 I`m looking forward too see and hear you in Norway!! Live fast!	0
706	 awesome	1
707	 actually workin from home tonight...  you?	0
708	 ****! I want to be at the beach in the sun	0
709	OH. I am just so tired.	0
710	Well, my dog still isn`t at the shelter. I hope someone good has him	1
711	 Well tell me what fashion tips you need and I`m your woman  hehehe	1
712	 Hello there, Taylor  I MISS YOU. Its been 2 months </3	0
713	i wear a lot of white  http://tinyurl.com/dlbltg	0
714	 Always a good idea.	1
715	  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!	0
716	getting nails done!!! how relaxing! benji is only 24 hours away!!!!	1
717	 not here for long hun, head hurts	0
718	At walmart playing hide and seek.	0
719	 whatever do you mean?	0
720	All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...	0
721	 That it does  just wish more people would notice it	1
722	 your test works fine for me  tweetdeck is so cool eh?	0
723	Wish you were here, babe	1
724	This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.	0
725	I love summer, but I oddly don`t want this school year to end.	1
726	 lolz at your modesty...***kix rox***...now all the gals will be lined up at your door	1
727	morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)	1
728	i so can`t be bothered working tomorrow!	1
729	 kittens are cute then they grow up n become CATS	1
730	 .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged	0
731	 Hey I was scared last night at 3:17 because of you... and I had several bad nightmares	0
732	 gawd. People still remember the preggers comment. Hate you!	0
733	oh no my tweetdeck is malfunctioning :O il have web will its fixd	0
734	 heeeeey! You abandoned me here on Twitter momma dots?	0
735	 yeah freakin sucks!!	0
736	Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.	0
737	#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture	1
738	Sooo tell me how I lost followerzzz	0
739	 - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.	0
740	looking for people	0
741	wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb	1
742	 Awwww   i`ve got some photos of cute bunnies	1
743	long day and i still have to mow the lawn	0
744	Shoot. Only 12 miles	0
745	 why has it been so long since i have talked to you let alone seen you?? it makes me sad	0
746	Happy mothers day mom  ?	1
747	I want cookies for breakfast! Luckily I`m an adult and can do that!	1
748	Mowing #6. I hate my lawn	0
749	 you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up	0
750	 yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..	0
751	Feeling bad for  profile pic	0
752	CAPONES island in 2 days!!! my summer is just starting...	0
753	movie then sleep! Today was good day  [{H!--D3ff}]	1
754	Planing on going on a little ride on the mtb on monday  may be in over to the tower...	0
755	**** fiesta at my house in my mouth  hit me up for the password	0
756	the live version is so much better  ? http://blip.fm/~79my3	0
757	 There`s no pause button in the game of life.	0
758	 that`s black market material right there, my friend!	0
759	is getting married in Vegas in November by an Elvis impersonator am so happy!!!	1
760	 tried to join the chat but the site would not let me sign in	0
761	 where is home??	0
762	singing songs and filming movies  what i do best	1
763	Their songs make me want to cry..	0
764	While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive	0
765	The Mediteranian Kitchen...oh well can`t get them all right.	0
766	 what`s wrong?	0
767	 Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!	1
768	_d thats good to know, and I bet he looks just like you.	1
769	_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!	1
770	i so wish i could get pregnant!!	1
771	 im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol	1
772	 Hiya! Missed you too! What have you been up to?	0
773	out to play	0
774	Really sick	0
775	yay  my `only on sundays` maid came!! the house will be clean again!!!	0
776	Thx, Robban  http://www.sk-gaming.com/match/17905	1
777	 thanks JK!!!  Love ya to death	1
778	Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.	1
779	Geeze- I`m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.	0
780	So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks	0
781	 G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!	1
782	Prom is so over rated!! Irritated... Going to bed goodnight	0
783	Look, everyone! I`m a bad boy! I`m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz	0
784	_rain i wanna see her hair  hows everyone?	0
785	 Or FTRH -- For The Ride Home	0
786	 english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.	0
787	 i want chinese food really baaad.	1
788	is downloading songs  http://plurk.com/p/rp8wx	0
789	 I almost said, 'and grammer no exist either' grunt.  But I stopped myself	0
790	_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure	1
791	 ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend	1
792	seeing shane dawson videos	0
793	  sad face.	0
794	Aaaaahhhh.... Friday!!!! but.......     Funeral at 5	0
795	Already misses 	0
796	_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!	1
797	  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!	1
798	 awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.	0
799	at famous dave`s with my mom. so hungry.	0
800	 I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx	1
801	home for the nite, sleeping on the pull out bed with Maggie. wishing it was _durden  I got to find a apt	0
802	Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.	0
803	I feel so deflated. No more doggy.	0
804	 sad about young love coming to an end  They were sooo cute together!	0
805	 Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!	0
806	owww, back pain  hm, walmart or no? i could get cupcakes~	0
807	 i can`t believe that you guys are gonna stay just one day here in Rio de Janeiro again	0
808	Making my boyfriend look different.  He`s  cute no matter what. <3	1
809	 LOL thx	1
810	is working until 11 tonight  http://plurk.com/p/x2kbv	0
811	 well there go my peace corps prospects.	1
812	rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the ' 3 unknown facts' abt myself	0
813	 Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic	1
814	whatever will be, will be	0
815	Wango tango!!! Good night all	0
816	 i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm	0
817	 hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   ****	0
818	Fixing openbox theme a little	0
819	Selling my laptop for CHEAP if anyone`s interested!  17' Toshiba 1.3gig ram	0
820	If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good	0
821	 i wish i wasn`t all  bummed but i kinda am	1
822	 Hey Mitchel when will you be live again? I didn`t get a chance to call you	0
823	looking at the sunshine out of my office window	0
824	Back is SORE... should not have done that jump last night	0
825	 We are working	0
826	'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!	1
827	Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.	0
828	nope no way in to stop  just have to put up wiv it	0
829	I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!	0
830	 Not so much a substitute as a variation. Ate too much, too. Oof	0
831	such beautiful weather.. .why are u sick, baby ?  @ tanapolis	1
832	 Oui mademoiselle. You can barely turn around these days without bumping into one.	0
833	Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8	0
834	Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family	0
835	 your`e a freak	0
836	 i dont even know now lenaaa  when you going clothes show?	0
837	_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.	0
838	Memories	0
839	 Yep. Nothing to worry about.	1
840	back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.	0
841	 Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes	0
842	 Make a videoblog!	0
843	reading Evermore by Lynn Viehl.	0
844	Wow what a storm we just had!!! Now no power	1
845	getting my phone back this week  yeeeewww	1
846	back from school  daily show was amazing  gonna watch it again later i think xD	1
847	_breez Yer please do! Have a good day!	1
848	#musicmonday Epic song. (Y)  ? 'Lights and Sounds' by Yellowcard ~ http://tinyurl.com/db7ppm	0
849	 hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!	1
850	right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail	1
851	My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa	0
852	watching Army Wives and it always makes me cry	0
853	productive day 1	1
854	Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya	0
855	 gotta love the summer	1
856	Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class	0
857	 alas no, it`s just a normal night  monday is quiz night	0
858	Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming	0
859	_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!	1
860	 Cool. That`d be fantastic!	1
861	live on stickam.com/itstyleryo COME CHAT!	0
862	   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.	0
863	 Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets.	0
864	Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!	1
865	 srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work	0
866	 me because I might not have enough money for college!!!	0
867	lol! woow okay its not that big of a deal	0
868	I love how when I leave my laptop on my bed it creates a nice toasty spot	1
869	 I mean someone hit a dog with a car. It was just laying there	0
870	 Does it start tomorrow?  I was going to book Sam on that and forgot	0
871	 salt and vinegar, cheese and onion make your breathe smell lol  ****	0
872	 You`re welcome. There!  I added you already!	1
873	_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow...	0
874	 Sorry to hear about your dude probs, what is it that`s too much?	0
875	Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.	0
876	maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today	0
877	just downloaded the tweet deck....look at my and my saviness	0
878	TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.	1
879	 whatever i know you like it.  HAHAHHAH!	1
880	oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****	0
881	Good morning twitterland. Happy Monday	1
882	Writing reports....	0
883	thanks timmy.  turns out he has strep and a high fever.	1
884	 oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days	1
885	keeping it chilled.	1
886	what a beautiful day not to got to my first class	1
887	 Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?	1
888	 yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!	0
889	_ that sucks!	0
890	 yes it does	1
891	_datti Thanks sankar for ur wishes	1
892	I love waking up and thinking it`s a weekday, but then realizing it`s the weekend.	1
893	 sorry bout the cat,	0
894	 You`re the only person to have joined in  #penilewords	0
895	Up and washed  I`m clothing myself as I type xD WOOOO	1
896	 miss u too. I`m still at a club...u know...west coast ****!	0
897	 love love love pot psycology. My Friday night treat	1
898	Happy Star Wars Day  May the fourth be with you!	1
899	 Playing with lighters fire matches and grass	0
900	_art That would be the one.  It`s awesome sauce.	1
901	Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.	0
902	 I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit	1
903	coffee time	0
